ID,Order,Suborder,Superfamily,Family,Subfamily,Tribu,Subtribu,GenusOriginal,Genus,Subgenus,Species,Subspecies,Author,Year,Type,Stage,Validity,Rejections,Accessions,Citation,Host,HostOrgan,Locality,City,Country,Continent,LATD,LOND,CollectionDate,Collector,CollectionMethod,Taxonomist,DateDetermination,Institution,Observations,Order
CIP-846-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+2 capsula,,Frijol,,Huaral,Huaral,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en frijol en el departamento de Lima,7921
CIP-847-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,1 capsula + 5,,Pepinillo,,Huaral,Huaral,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en pepinillo en el departamento de Lima,7922
CIP-848-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsulas,,Tomato,,Huaral,Huaral,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en tomate en el departamento de Lima,7923
CIP-849-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+2 capsulas,,Frijol,,Chancayllo,Chancay,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en frijol en el departamento de Lima,7924
CIP-850-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,2,,Mastuerzo,,Chamcayllo,Chancay,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en mastuerzo enel departamento de Lima,7925
CIP-851-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+1 capsula,,Apio,,Colona,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en apio en el departamento deTacna,7926
CIP-852-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,1+1 capsula,,Aji,,Colona,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en aji en el departamento de Tacna,7927
CIP-853-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsula,,Apio,,Colona,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en apio en el departamento de Tacna,7928
CIP-854-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,6+3 capsulas,,Haba,,Colona,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en haba en el departamento de Tacna,7929
CIP-855-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4,,Vainita,,La Yarada,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en vainita en el departamento de Tacna,7930
CIP-856-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+1 capsula,,Frijol,,La Yarada,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en frijos en el departamento de Tacna,7931
CIP-857-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsulas,,Pepinillo,,La Yarada,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Espeimenes criados en Pepinillo en el departamento de Tacna,7932
CIP-858-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsulas,,Tomato,,La Yarada,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en Tomate en el departamento de Tacna,7933
CIP-859-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsulas,,Pepinillo,,La Yarada,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en pepinillo en el departamento de Tacna,7934
CIP-860-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+1 capsulas,,Potato,,Pocollay,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,"Especimenes criado en papa, en el departamento de Tacna",7935
CIP-861-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+2 capsulas,,Haba,,Pocollay,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en haba en el departamento de Tacna,7936
CIP-862-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsulas,,Haba,,Pocollay,Tacna,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en haba en el departamento de Tacna,7937
CIP-863-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+1 capsulas,,Haba,,Tomasini,Sama,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en haba en el departamento de Tacna,7938
CIP-864-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,2,,Potato,,Tomasini,Sama,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimene criado en papa en el  departamento de Tacna,7939
CIP-865-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Potato,,El Pedregal,Moquegua,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes  criados en papa en el departamento de Moquegua,7940
CIP-866-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,quadrata,,Malloch,1934,,,,,5,,Maleza,,El Pedregal,Moquegua,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,"Especimenes criados en maleza, en el departamento de Moquegua",7941
CIP-867-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+1 capsulas,,Tomato,,Omo,Moquegua,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Esepecimenes criados en tomate en el departamento de Moquegua,7942
CIP-868-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+1 capsula,,Rabanito,,Omo,Moquegua,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Escimenes criados en Rabanito en el departamento de Moquegua,7943
CIP-869-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,2,,Espinaca,,Omo,Moquegua,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Escimenes criados en espinaca en el departamento de Moquegua,7944
CIP-870-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3+1 capsulas,,Beterraga,,Omo,Moquegua,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en beterraga en el departamento de Moquegua,7945
CIP-871-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsulas,,Coliflor,,Omo,Moquegua,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en coliflor en el departamento de Moquegua,7946
CIP-872-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Potato,,Cocachacra,Cocachacra,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en papa en el departamento de Arequipa,7947
CIP-873-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Maleza,,Cocachacra,Cocachacra,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en maleza en el departamento de Arequipa,7948
CIP-874-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,2+1 capsula,,Alfalfa,,Cocachacra,Cocachacra,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en alfalfa en el departamento de Arequipa,7949
CIP-875-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Potato,,Cocachacra,Cocachacra,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en papa en el departamento de Arequipa,7950
CIP-876-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Alfalfa,,Puntas Bombon,Punta Bombon,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en alfalfa en el departamento de Arequipa,7951
CIP-877-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+2 capsulas,,Tomato,,La Curva,Punta Bombon,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en tomate en el departamento de Arequipa,7952
CIP-878-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+2 capsulas,,Frijol,,Camana,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en frijol en el departamento de Arequipa,7953
CIP-879-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+2 capsulas,,Tomato,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimines criados en tomate en el departamento de Arequipa,7954
CIP-880-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsulas,,Maleza,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en maleza en el departamento de Arequipa,7955
CIP-881-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsulas,,Frijol,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en frijol en el departamento de Arequipa,7956
CIP-882-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Zapallo,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en zapallo en el departamento de Arequipa,7957
CIP-883-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Quiguerilla,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en quiguerilla en el departamento de Arequipa,7958
CIP-884-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,3,,,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,"Especimenes criados en  chenopodium , en el departamento de Arequipa",7959
CIP-885-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,4+1 capsulas,,Amaranthus,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,"Especimenes criados en amaranthus, en el departamento de Arequipa",7960
CIP-886-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,5+1 capsula,,Zapallo,,Huachipa,Camana,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,Especimenes criados en zapallo en el departamento de Arequipa,7961
CIP-887-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,2+1 capsulas,,Maleza,,Achaco Bajo,Nazca,Perú,America del Sur,,,1-Apr-2004,"Mujica, N.",,,,,"Especimenes criados en maleza, en el departamento de Ica",7962
CIP-888-09,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrensis,,(Blanchard),1926,,,,,6+1 capsulas,,Tomato,,,,,,,,1-Apr-2004,"Mujica, N.",,,,,"Especimenes criados en tomate, en el departamento de Ica",7963
CIP-001-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,19-Jun-10,"Hussain, D.",Trampa Malaise,,,,Malaise trap-2 \ MT_HU,7966
CIP-002-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,20-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-HU-Col2,7967
CIP-003-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-SK-Hym6,7968
CIP-004-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,24-Jul-10,"Hussain, D.",Trampa Malaise,,,,MT-HU-Hym6,7969
CIP-005-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,,,Abbottabad,Pakistan,Pakistan,Asia,,,20-May-10,"Hussain, D.",,,,,LE-AB-Lep6,7970
CIP-006-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,19-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-HU-Lep,7971
CIP-007-13,Hymenoptera,,,,,,,,,,,,,,,,,,3,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-SK-Hym1,7972
CIP-008-13,Hymenoptera,,,,,,,,,,,,,,,,,,2,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,24-Jul-10,"Hussain, D.",,,,,MT-HU-Hym5,7973
CIP-009-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,19-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-HU-Col2,7974
CIP-010-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-SK-Col2,7975
CIP-011-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,29-Jul-10,"Hussain, D.",Trampa Malaise,,,,MT-HU-Hym4,7976
CIP-012-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-SK-Hym7,7977
CIP-013-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Hashupi,Pakistan,Pakistan,Asia,,,19-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-HU-Col2,7978
CIP-014-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,15-Jun-10,"Hussain, D.",Trampa de luz,,,,LT-AB-Lep13,7979
CIP-015-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-SLC-COL3,7980
CIP-016-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Batta,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa de luz,,,,LT-BF-LEP2,7981
CIP-017-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-SK-DIP2,7982
CIP-018-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-SK-HYM4,7983
CIP-019-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,15-Jun-10,"Hussain, D.",Trampa de luz,,,,LT-AB-COL1,7984
CIP-020-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa malaise,,,,MT-SK-HYM5,7985
CIP-021-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,19-Apr-10,"Hussain, D.",Trampa de luz,,,,LT-AB-LEP2,7986
CIP-022-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,20-May-10,"Hussain, D.",Trampa de luz,,,,LT-AB-LEP11,7987
CIP-023-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Batta,Pakistan,Pakistan,Asia,,,20-May-10,"Hussain, D.",Trampa de luz,,,,LT-BF-LEP3,7988
CIP-024-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,5-Nov-10,"Hussain, D.",Trampa malaise,,,,MT-AB-LEP3,7989
CIP-025-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Khaploo,Pakistan,Pakistan,Asia,,,24-Jul-10,"Hussain, D.",Trampa malaise,,,,MT-KP-HYM7,7990
CIP-026-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chatorkhand,Pakistan,Pakistan,Asia,,,25-Jun-10,"Hussain, D.",Trampa malaise,,,,MT-CK-Hym1,7991
CIP-027-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Bafa,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa malaise,,,,MT-BF-HYM2,7992
CIP-028-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,21-Jun-10,"Hussain, D.",Trampa malaise,,,,MT-CH-HYM2,7993
CIP-029-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,22-Jul-10,"Hussain, D.",Trampa malaise,,,,MT-CH-HYM6,7994
CIP-030-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa malaise,,,,MT-SK-COL1,7995
CIP-031-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Sinaker,Pakistan,Pakistan,Asia,,,28-Jun-10,"Hussain, D.",Trampa malaise,,,,MT-SK-COL4,7996
CIP-032-13,Hemiptera,,,,,,,,,,,,,,,,,,1,,Potato,,Baffa,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa de luz,,,,LT-BF-HEM1,7997
CIP-033-13,Hemiptera,,,,,,,,,,,,,,,,,,1,,Potato,,Baffa,Pakistan,Pakistan,Asia,,,20-May-10,"Hussain, D.",Trampa de luz,,,,LT-BF-HEM2,7998
CIP-034-13,Hymenoptera,,,,,,,,,,,,,,,,,,4,,Potato,,Chatalkand,Pakistan,Pakistan,Asia,,,25-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CK-HYM2,7999
CIP-035-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,21-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CH-HYM3,8000
CIP-036-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,22-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CH-COL1,8001
CIP-037-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chunda,Pakistan,Pakistan,Asia,,,20-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CMD-LEP1,8002
CIP-038-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,21-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CH-LEP2,8003
CIP-039-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,19-Apr-10,"Hussain, D.",Trampa Malaise,,,,MT-AB-DIP1,8004
CIP-040-13,Lepidoptera,,,,,,,,,,,,,,,,,,2,,Potato,,Bajna,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa Malaise,,,,"MT-BK-LEP1,2",8005
CIP-041-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chatorkhand,Pakistan,Pakistan,Asia,,,25-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CK-HYM4,8006
CIP-042-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Bafa,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa Malaise,,,,MT-BF-DIP2,8007
CIP-043-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Khaploo,Pakistan,Pakistan,Asia,,,24-Jul-10,"Hussain, D.",Trampa Malaise,,,,MT-KP-HYM5,8008
CIP-044-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Bafa,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa Malaise,,,,MT-BF-DIP1,8009
CIP-045-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chunda,Pakistan,Pakistan,Asia,,,20-Jan-10,"Hussain, D.",Trampa Malaise,,,,MT-CND-DIP2,8010
CIP-046-13,Hymenoptera,,,,,,,,,,,,,,,,,,2,,Potato,,Chatokand,Pakistan,Pakistan,Asia,,,25-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CK-HYM,8011
CIP-047-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,21-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CH-HYM3,8012
CIP-048-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chunda,Pakistan,Pakistan,Asia,,,7-Mar-10,"Hussain, D.",Trampa Malaise,,,,MT-CND-DIP2,8013
CIP-049-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chunda,Pakistan,Pakistan,Asia,,,20-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CH-HYM2,8014
CIP-050-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,22-Jul-10,"Hussain, D.",Trampa Malaise,,,,MT-CH-HYM6,8015
CIP-051-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Bajna,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa Malaise,,,,MT-TJ-DIP1,8016
CIP-052-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,11-May-10,"Hussain, D.",Trampa Malaise,,,,MT-AB-DIP2,8017
CIP-053-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Khaploo,Pakistan,Pakistan,Asia,,,24-Jul-10,"Hussain, D.",Trampa Malaise,,,,MT-KP-HYM8,8018
CIP-054-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Khaploo,Pakistan,Pakistan,Asia,,,24-Jul-10,"Hussain, D.",Trampa Malaise,,,,MT-KP-HYM8,8019
CIP-055-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chunda,Pakistan,Pakistan,Asia,,,3-Jul-10,"Hussain, D.",Trampa Malaise,,,,MT-CND-DIP1,8020
CIP-056-13,,,,,,,,,,,,,,,,,,,1,,Potato,,Bafa,Pakistan,Pakistan,Asia,,,20-Apr-10,"Hussain, D.",Trampa Malaise,,,,MT-BF-DIP2,8021
CIP-057-13,Coleoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Chalt,Pakistan,Pakistan,Asia,,,21-Jun-10,"Hussain, D.",Trampa Malaise,,,,MT-CH-COL1,8022
CIP-058-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,11-May-10,"Hussain, D.",Trampa Malaise,,,,MT-AS-DIP2,8023
CIP-059-13,Hymenoptera,,,,,,,,,,,,,,,,,,3,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,19-Apr-10,"Hussain, D.",Trampa Malaise,,,,MT-AB-HYM1,8024
CIP-060-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Maran,Pakistan,Pakistan,Asia,,,21-Jul-10,"Hussain, D.",Trampa de luz,,,,LT-NA-LEP4,8025
CIP-061-13,Hymenoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Abbottabad,Pakistan,Pakistan,Asia,,,7-Aug-10,"Hussain, D.",Trampa de luz,,,,LT-AB-HYM2,8026
CIP-062-13,Lepidoptera,,,,,,,,,,,,,,,,,,1,,Potato,,Naran,Pakistan,Pakistan,Asia,,,21-Jul-12,"Hussain, D.",Trampa de luz,,,,LT-NA-LEP9,8027
CIP-063-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Lathrian,Pakistan,Pakistan,Asia,,,7-Aug-10,"Hussain, D.",Trampa de luz,,,,LT-H-DIP22,8028
CIP-064-13,Diptera,,,,,,,,,,,,,,,,,,1,,Potato,,Lathrian,Pakistan,Pakistan,Asia,,,7-Aug-12,"Hussain, D.",Trampa de luz,,,,LT-H-DIP9,8029
